0	24,915	30,748	25,862
1	25,003	31,146	26,036
2	25,004	31,163	26,042
3	25,004	31,163	26,042
4	25,004	31,163	26,042
5	25,004	31,163	26,042
6	25,004	31,163	26,042
7	25,004	31,163	26,042
8	25,004	31,163	26,042
9	25,004	31,163	26,042
10	25,004	31,163	26,042
11	25,004	31,163	26,042
12	25,004	31,163	26,042
13	25,004	31,163	26,042
14	25,004	31,163	26,042
15	25,004	31,163	26,042
16	25,004	31,163	26,042
17	25,004	31,163	26,042
18	25,004	31,163	26,042
19	25,004	31,163	26,042
20	25,004	31,163	26,042
21	25,004	31,163	26,042
22	25,004	31,163	26,042
23	25,004	31,163	26,042
24	25,004	31,163	26,042
25	25,004	31,163	26,042
26	25,004	31,163	26,042
27	25,004	31,163	26,042
28	25,004	31,163	26,042
29	25,004	31,163	26,042
30	25,004	31,163	26,042
31	25,004	31,163	26,042
32	25,004	31,163	26,042
33	25,004	31,163	26,042
34	25,004	31,163	26,042
35	25,004	31,163	26,042
36	25,004	31,163	26,042
37	25,004	31,163	26,042
38	25,004	31,163	26,042
39	25,004	31,163	26,042
40	25,004	31,163	26,042
41	25,004	31,163	26,042
42	25,004	31,163	26,042
43	25,004	31,163	26,042
44	25,004	31,163	26,042
45	25,004	31,163	26,042
46	25,004	31,163	26,042
47	25,004	31,163	26,042
48	25,004	31,163	26,042
49	25,004	31,163	26,042
50	25,004	31,163	26,042
51	25,004	31,163	26,042
52	25,004	31,163	26,042
53	25,004	31,163	26,042
54	25,004	31,163	26,042
55	25,004	31,163	26,042
56	25,004	31,163	26,042
57	25,004	31,163	26,042
58	25,004	31,163	26,042
59	25,004	31,163	26,042
60	25,004	31,163	26,042
61	25,004	31,163	26,042
62	25,004	31,163	26,042
63	25,004	31,163	26,042
64	25,004	31,163	26,042
65	25,004	31,163	26,042
66	25,004	31,163	26,042
67	25,004	31,163	26,042
68	25,004	31,163	26,042
69	25,004	31,163	26,042
70	25,004	31,163	26,042
71	25,004	31,163	26,042
72	25,004	31,163	26,042
73	25,004	31,163	26,042
74	25,004	31,163	26,042
75	25,004	31,163	26,042
76	25,004	31,163	26,042
77	25,004	31,163	26,042
78	25,004	31,163	26,042
79	25,004	31,163	26,042
80	25,004	31,163	26,042
81	25,004	31,163	26,042
82	25,004	31,163	26,042
83	25,004	31,163	26,042
84	25,004	31,163	26,042
85	25,004	31,163	26,042
86	25,004	31,163	26,042
87	25,004	31,163	26,042
88	25,004	31,163	26,042
89	25,004	31,163	26,042
90	25,004	31,163	26,042
91	25,004	31,163	26,042
92	25,004	31,163	26,042
93	25,004	31,163	26,042
94	25,004	31,163	26,042
95	25,004	31,163	26,042
96	25,004	31,163	26,042
97	25,004	31,163	26,042
98	25,004	31,163	26,042
99	25,004	31,163	26,042
100	25,004	31,163	26,042
101	25,004	31,163	26,042
102	25,004	31,163	26,042
103	25,004	31,163	26,042
104	25,004	31,163	26,042
105	25,004	31,163	26,042
106	25,004	31,163	26,042
107	25,004	31,163	26,042
108	25,004	31,163	26,042
109	25,004	31,163	26,042
110	25,004	31,163	26,042
111	25,004	31,163	26,042
112	25,004	31,163	26,042
113	25,004	31,163	26,042
114	25,004	31,163	26,042
115	25,004	31,163	26,042
116	25,004	31,163	26,042
117	25,004	31,163	26,042
118	25,004	31,163	26,042
119	25,004	31,163	26,042
120	25,004	31,163	26,042
121	25,004	31,163	26,042
122	25,004	31,163	26,042
123	25,004	31,163	26,042
124	25,004	31,163	26,042
125	25,004	31,163	26,042
126	25,004	31,163	26,042
127	25,004	31,163	26,042
128	25,004	31,163	26,042
129	25,004	31,163	26,042
130	25,004	31,163	26,042
131	25,004	31,163	26,042
132	25,004	31,163	26,042
133	25,004	31,163	26,042
134	25,004	31,163	26,042
135	25,004	31,163	26,042
136	25,004	31,163	26,042
137	25,004	31,163	26,042
138	25,004	31,163	26,042
139	25,004	31,163	26,042
140	25,004	31,163	26,042
141	25,004	31,163	26,042
142	25,004	31,163	26,042
143	25,004	31,163	26,042
144	25,004	31,163	26,042
145	25,004	31,163	26,042
146	25,004	31,163	26,042
147	25,004	31,163	26,042
148	25,004	31,163	26,042
149	25,004	31,163	26,042
150	25,004	31,163	26,042
151	25,004	31,163	26,042
152	25,004	31,163	26,042
153	25,004	31,163	26,042
154	25,004	31,163	26,042
155	25,004	31,163	26,042
156	25,004	31,163	26,042
157	25,004	31,163	26,042
158	25,004	31,163	26,042
159	25,004	31,163	26,042
160	25,004	31,163	26,042
161	25,004	31,163	26,042
162	25,004	31,163	26,042
163	25,004	31,163	26,042
164	25,004	31,163	26,042
165	25,004	31,163	26,042
166	25,004	31,163	26,042
167	25,004	31,163	26,042
168	25,004	31,163	26,042
169	25,004	31,163	26,042
170	25,004	31,163	26,042
171	25,004	31,163	26,042
172	25,004	31,163	26,042
173	25,004	31,163	26,042
174	25,004	31,163	26,042
175	25,004	31,163	26,042
176	25,004	31,163	26,042
177	25,004	31,163	26,042
178	25,004	31,163	26,042
179	25,004	31,163	26,042
180	25,004	31,163	26,042
181	25,004	31,163	26,042
182	25,004	31,163	26,042
183	25,004	31,163	26,042
184	25,004	31,163	26,042
185	25,004	31,163	26,042
186	25,004	31,163	26,042
187	25,004	31,163	26,042
188	25,004	31,163	26,042
189	25,004	31,163	26,042
190	25,004	31,163	26,042
191	25,004	31,163	26,042
192	25,004	31,163	26,042
193	25,004	31,163	26,042
194	25,004	31,163	26,042
195	25,004	31,163	26,042
196	25,004	31,163	26,042
197	25,004	31,163	26,042
198	25,004	31,163	26,042
199	25,004	31,163	26,042
200	25,004	31,163	26,042
201	25,004	31,163	26,042
202	25,004	31,163	26,042
203	25,004	31,163	26,042
204	25,004	31,163	26,042
205	25,004	31,163	26,042
206	25,004	31,163	26,042
207	25,004	31,163	26,042
208	25,004	31,163	26,042
209	25,004	31,163	26,042
210	25,004	31,163	26,042
211	25,004	31,163	26,042
212	25,004	31,163	26,042
213	25,004	31,163	26,042
214	25,004	31,163	26,042
215	25,004	31,163	26,042
216	25,004	31,163	26,042
217	25,004	31,163	26,042
218	25,004	31,163	26,042
219	25,004	31,163	26,042
220	25,004	31,163	26,042
221	25,004	31,163	26,042
222	25,004	31,163	26,042
223	25,004	31,163	26,042
224	25,004	31,163	26,042
225	25,004	31,163	26,042
226	25,004	31,163	26,042
227	25,004	31,163	26,042
228	25,004	31,163	26,042
229	25,004	31,163	26,042
230	25,004	31,163	26,042
231	25,004	31,163	26,042
232	25,004	31,163	26,042
233	25,004	31,163	26,042
234	25,004	31,163	26,042
235	25,004	31,163	26,042
236	25,004	31,163	26,042
237	25,004	31,163	26,042
238	25,004	31,163	26,042
239	25,004	31,163	26,042
