0,20,427,47,767,21,758
1,21,032,60,255,23,000
2,21,648,66,086,23,903
3,22,098,68,937,24,578
4,21,998,70,407,25,097
5,21,876,71,210,25,504
6,21,773,71,676,25,832
7,21,550,71,963,26,080
8,21,668,72,150,26,309
9,20,063,72,277,26,182
10,20,954,72,369,26,366
11,21,799,72,437,26,553
12,21,909,72,491,26,721
13,20,085,72,534,26,844
14,20,251,72,569,26,982
15,20,414,72,599,27,108
16,20,574,72,625,27,223
17,20,729,72,648,27,330
18,20,879,72,668,27,428
19,21,024,72,686,27,519
20,21,162,72,703,27,603
21,21,295,72,718,27,683
22,21,422,72,732,27,757
23,21,542,72,744,27,826
24,21,657,72,756,27,892
25,21,766,72,767,27,954
26,21,870,72,777,28,012
27,21,968,72,787,28,068
28,22,062,72,796,28,121
29,22,150,72,805,28,171
30,22,234,72,813,28,219
31,22,314,72,820,28,264
32,22,389,72,827,28,308
33,22,461,72,834,28,349
34,22,529,72,840,28,389
35,22,593,72,846,28,427
36,22,654,72,852,28,464
37,22,712,72,858,28,499
38,22,767,72,863,28,533
39,22,820,72,868,28,566
40,22,869,72,872,28,597
41,22,917,72,877,28,627
42,22,962,72,881,28,656
43,23,004,72,885,28,684
44,23,045,72,889,28,710
45,23,084,72,892,28,736
46,23,121,72,896,28,761
47,23,156,72,899,28,785
48,23,189,72,902,28,808
49,23,221,72,905,28,831
50,23,252,72,908,28,852
51,23,281,72,911,28,873
52,23,309,72,914,28,893
53,23,335,72,916,28,912
54,23,360,72,919,28,931
55,23,384,72,921,28,949
56,23,407,72,923,28,967
57,23,429,72,925,28,983
58,23,450,72,927,29,000
59,23,471,72,929,29,015
60,23,490,72,931,29,030
61,23,508,72,933,29,045
62,23,526,72,934,29,059
63,23,543,72,936,29,073
64,23,559,72,938,29,086
65,23,574,72,939,29,099
66,23,589,72,940,29,111
67,23,603,72,942,29,123
68,23,617,72,943,29,134
69,23,630,72,944,29,145
70,23,642,72,946,29,156
71,23,654,72,947,29,167
72,23,665,72,948,29,177
73,23,676,72,949,29,186
74,23,687,72,950,29,196
75,23,697,72,951,29,205
76,23,706,72,952,29,213
77,23,716,72,953,29,222
78,23,725,72,954,29,230
79,23,733,72,955,29,238
80,23,741,72,955,29,245
81,23,749,72,956,29,253
82,23,757,72,957,29,260
83,23,764,72,958,29,267
84,23,771,72,958,29,273
85,23,777,72,959,29,280
86,23,784,72,959,29,286
87,23,790,72,960,29,292
88,23,796,72,961,29,298
89,23,801,72,961,29,303
90,23,807,72,962,29,309
91,23,812,72,962,29,314
92,23,817,72,963,29,319
93,23,822,72,963,29,324
94,23,827,72,964,29,328
95,23,831,72,964,29,333
96,23,835,72,965,29,337
97,23,839,72,965,29,342
98,23,843,72,965,29,346
99,23,847,72,966,29,350
100,23,851,72,966,29,354
101,23,854,72,966,29,357
102,23,858,72,967,29,361
103,23,861,72,967,29,364
104,23,864,72,967,29,368
105,23,867,72,968,29,371
106,23,870,72,968,29,374
107,23,873,72,968,29,377
108,23,875,72,969,29,380
109,23,878,72,969,29,383
110,23,881,72,969,29,385
111,23,883,72,969,29,388
112,23,885,72,969,29,391
113,23,887,72,970,29,393
114,23,890,72,970,29,396
115,23,892,72,970,29,398
116,23,894,72,970,29,400
117,23,895,72,971,29,402
118,23,897,72,971,29,404
119,23,899,72,971,29,406
120,23,901,72,971,29,408
121,23,902,72,971,29,410
122,23,904,72,971,29,412
123,23,905,72,972,29,414
124,23,907,72,972,29,415
125,23,908,72,972,29,417
126,23,910,72,972,29,419
127,23,911,72,972,29,420
128,23,912,72,972,29,422
129,23,913,72,972,29,423
130,23,914,72,972,29,424
131,23,916,72,973,29,426
132,23,917,72,973,29,427
133,23,918,72,973,29,428
134,23,919,72,973,29,430
135,23,920,72,973,29,431
136,23,920,72,973,29,432
137,23,921,72,973,29,433
138,23,922,72,973,29,434
139,23,923,72,973,29,435
140,23,924,72,973,29,436
141,23,925,72,973,29,437
142,23,925,72,973,29,438
143,23,926,72,974,29,439
144,23,927,72,974,29,440
145,23,927,72,974,29,440
146,23,928,72,974,29,441
147,23,929,72,974,29,442
148,23,929,72,974,29,443
149,23,930,72,974,29,443
150,23,930,72,974,29,444
151,23,931,72,974,29,445
152,23,931,72,974,29,445
153,23,932,72,974,29,446
154,23,932,72,974,29,447
155,23,933,72,974,29,447
156,23,933,72,974,29,448
157,23,934,72,974,29,448
158,23,934,72,974,29,449
159,23,934,72,974,29,450
160,23,935,72,974,29,450
161,23,935,72,974,29,450
162,23,936,72,975,29,451
163,23,936,72,975,29,451
164,23,936,72,975,29,452
165,23,937,72,975,29,452
166,23,937,72,975,29,453
167,23,937,72,975,29,453
168,23,937,72,975,29,453
169,23,938,72,975,29,454
170,23,938,72,975,29,454
171,23,938,72,975,29,455
172,23,938,72,975,29,455
173,23,939,72,975,29,455
174,23,939,72,975,29,455
175,23,939,72,975,29,456
176,23,939,72,975,29,456
177,23,940,72,975,29,456
178,23,940,72,975,29,457
179,23,940,72,975,29,457
180,23,940,72,975,29,457
181,23,940,72,975,29,457
182,23,940,72,975,29,458
183,23,941,72,975,29,458
184,23,941,72,975,29,458
185,23,941,72,975,29,458
186,23,941,72,975,29,459
187,23,941,72,975,29,459
188,23,941,72,975,29,459
189,23,941,72,975,29,459
190,23,942,72,975,29,459
191,23,942,72,975,29,459
192,23,942,72,975,29,460
193,23,942,72,975,29,460
194,23,942,72,975,29,460
195,23,942,72,975,29,460
196,23,942,72,975,29,460
197,23,942,72,975,29,460
198,23,942,72,975,29,461
199,23,943,72,975,29,461
200,23,943,72,975,29,461
201,23,943,72,975,29,461
202,23,943,72,975,29,461
203,23,943,72,975,29,461
204,23,943,72,975,29,461
205,23,943,72,975,29,461
206,23,943,72,975,29,461
207,23,943,72,975,29,462
208,23,943,72,975,29,462
209,23,943,72,975,29,462
210,23,943,72,975,29,462
211,23,943,72,975,29,462
212,23,943,72,975,29,462
213,23,944,72,975,29,462
214,23,944,72,975,29,462
215,23,944,72,975,29,462
216,23,944,72,975,29,462
